dataset,strategy,task_id,expected_task_count,artifact_source,artifact_found,model,passed,error_type,canonical_parse_error,artifact_parse_error,canonical_char_count,artifact_char_count,canonical_line_count,artifact_line_count,canonical_nonempty_line_count,artifact_nonempty_line_count,canonical_parse_ok,artifact_parse_ok,canonical_ast_node_count,artifact_ast_node_count,canonical_function_count,artifact_function_count,canonical_branch_count,artifact_branch_count,canonical_loop_count,artifact_loop_count,canonical_call_count,artifact_call_count,canonical_comprehension_count,artifact_comprehension_count,canonical_return_count,artifact_return_count,canonical_max_control_nesting_depth,artifact_max_control_nesting_depth,canonical_cyclomatic_proxy,artifact_cyclomatic_proxy,lexical_cosine_similarity,token_cosine_similarity,line_count_delta,nonempty_line_count_delta,ast_node_count_delta,branch_count_delta,loop_count_delta,call_count_delta,max_control_nesting_depth_delta,cyclomatic_proxy_delta,line_count_ratio,ast_node_count_ratio,cyclomatic_proxy_ratio
humaneval,agentic_plus_verifier,HumanEval/2,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,352,360,10,10,9,9,1,1,16,20,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.9806307040410301,0.8872442622820285,0,0,4,0,0,1,0,0,1.0,1.25,1.0
humaneval,agentic_plus_verifier,HumanEval/20,164,,0,,,,,empty,1022,0,24,0,23,0,1,0,139,,1,,3,,2,,8,,0,,1,,5,,6,,,,-24,-23,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/21,164,,0,,,,,empty,483,0,11,0,10,0,1,0,57,,1,,0,,1,,2,,1,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/22,164,,0,,,,,empty,320,0,10,0,9,0,1,0,37,,1,,0,,1,,1,,1,,1,,1,,2,,,,-10,-9,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/23,164,,0,,,,,empty,153,0,8,0,8,0,1,0,16,,1,,0,,0,,1,,0,,1,,0,,1,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/24,164,,0,,,,,empty,246,0,8,0,8,0,1,0,34,,1,,1,,1,,2,,0,,1,,2,,3,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/25,164,,0,,,,,empty,681,0,25,0,24,0,1,0,91,,1,,2,,1,,4,,0,,1,,2,,4,,,,-25,-24,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/26,164,,0,,,,,empty,388,0,11,0,10,0,1,0,50,,1,,0,,1,,1,,1,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/27,164,,0,,,,,empty,205,0,6,0,6,0,1,0,16,,1,,0,,0,,1,,0,,1,,0,,1,,,,-6,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/28,164,,0,,,,,empty,239,0,10,0,9,0,1,0,23,,1,,0,,0,,1,,0,,1,,0,,1,,,,-10,-9,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/29,164,,0,,,,,empty,366,0,10,0,9,0,1,0,39,,1,,0,,1,,1,,1,,1,,1,,2,,,,-10,-9,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/3,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,575,589,17,17,16,16,1,1,41,41,1,1,1,1,1,1,0,0,0,0,2,2,2,2,3,3,0.976470588235294,0.9393939393939392,0,0,0,0,0,0,0,0,1.0,1.0,1.0
humaneval,agentic_plus_verifier,HumanEval/30,164,,0,,,,,empty,262,0,8,0,8,0,1,0,22,,1,,0,,1,,0,,1,,1,,1,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/31,164,,0,,,,,empty,435,0,23,0,23,0,1,0,40,,1,,2,,1,,1,,0,,3,,2,,4,,,,-23,-23,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/32,164,,0,,,,,empty,1074,0,32,0,30,0,1,0,148,,2,,1,,3,,7,,1,,2,,2,,5,,,,-32,-30,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/33,164,,0,,,,,empty,480,0,12,0,12,0,1,0,35,,1,,0,,0,,2,,0,,1,,0,,1,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/34,164,,0,,,,,empty,178,0,6,0,6,0,1,0,20,,1,,0,,0,,3,,0,,1,,0,,1,,,,-6,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/35,164,,0,,,,,empty,260,0,12,0,12,0,1,0,36,,1,,1,,1,,0,,0,,1,,2,,3,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/36,164,,0,,,,,empty,427,0,18,0,18,0,1,0,86,,1,,1,,2,,5,,0,,1,,2,,5,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/37,164,,0,,,,,empty,547,0,18,0,18,0,1,0,93,,1,,1,,1,,6,,0,,1,,1,,3,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/38,164,,0,,,,,empty,476,0,13,0,12,0,1,0,111,,2,,1,,2,,8,,2,,2,,1,,4,,,,-13,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/39,164,,0,,,,,empty,630,0,30,0,29,0,1,0,124,,2,,4,,2,,6,,0,,4,,2,,7,,,,-30,-29,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/4,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,531,606,13,15,12,14,1,1,57,67,1,1,0,0,1,1,5,5,1,1,1,1,1,1,2,2,0.9632779784240456,0.934006137830325,2,2,10,0,0,0,0,0,1.1538461538461537,1.1754385964912282,1.0
humaneval,agentic_plus_verifier,HumanEval/40,164,,0,,,,,empty,684,0,23,0,22,0,1,0,81,,1,,1,,3,,6,,0,,2,,4,,5,,,,-23,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/41,164,,0,,,,,empty,662,0,13,0,12,0,1,0,14,,1,,0,,0,,0,,0,,1,,0,,1,,,,-13,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/42,164,,0,,,,,empty,239,0,8,0,8,0,1,0,20,,1,,0,,1,,0,,1,,1,,1,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/43,164,,0,,,,,empty,605,0,21,0,21,0,1,0,52,,1,,1,,2,,3,,0,,2,,3,,4,,,,-21,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/44,164,,0,,,,,empty,395,0,16,0,16,0,1,0,46,,1,,0,,1,,1,,0,,1,,1,,2,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/45,164,,0,,,,,empty,158,0,6,0,6,0,1,0,17,,1,,0,,0,,0,,0,,1,,0,,1,,,,-6,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/46,164,,0,,,,,empty,671,0,22,0,22,0,1,0,97,,1,,1,,1,,3,,0,,2,,1,,3,,,,-22,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/47,164,,0,,,,,empty,306,0,12,0,12,0,1,0,74,,1,,1,,0,,5,,0,,2,,1,,2,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/48,164,,0,,,,,empty,360,0,16,0,16,0,1,0,48,,1,,1,,1,,3,,0,,2,,2,,3,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/49,164,,0,,,,,empty,297,0,17,0,17,0,1,0,38,,1,,0,,1,,1,,0,,1,,1,,2,,,,-17,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/5,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,473,492,17,17,16,16,1,1,79,80,1,1,1,2,1,1,3,4,0,0,2,2,1,2,3,4,0.9688606379063991,0.9338193179188994,0,0,1,1,0,1,1,1,1.0,1.0126582278481013,1.3333333333333333
humaneval,agentic_plus_verifier,HumanEval/50,164,,0,,,,,empty,407,0,11,0,10,0,1,0,89,,2,,0,,2,,10,,2,,2,,1,,3,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/51,164,,0,,,,,empty,461,0,19,0,19,0,1,0,33,,1,,0,,1,,2,,1,,1,,1,,2,,,,-19,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/52,164,,0,,,,,empty,298,0,11,0,11,0,1,0,27,,1,,1,,1,,0,,0,,2,,2,,3,,,,-11,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/53,164,,0,,,,,empty,129,0,8,0,8,0,1,0,18,,1,,0,,0,,0,,0,,1,,0,,1,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/54,164,,0,,,,,empty,458,0,17,0,17,0,1,0,24,,1,,0,,0,,2,,0,,1,,0,,1,,,,-17,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/55,164,,0,,,,,empty,226,0,14,0,14,0,1,0,43,,1,,2,,0,,2,,0,,3,,1,,3,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/56,164,,0,,,,,empty,532,0,22,0,21,0,1,0,47,,1,,2,,1,,0,,0,,2,,2,,4,,,,-22,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/57,164,,0,,,,,empty,332,0,12,0,12,0,1,0,35,,1,,1,,0,,2,,0,,2,,1,,3,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/58,164,,0,,,,,empty,369,0,14,0,13,0,1,0,51,,1,,1,,2,,4,,0,,1,,3,,4,,,,-14,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/59,164,,0,,,,,empty,520,0,20,0,19,0,1,0,91,,2,,3,,2,,4,,0,,4,,2,,7,,,,-20,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/6,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,769,864,22,25,19,23,1,1,79,98,2,1,1,3,2,2,3,3,1,0,2,2,2,4,4,6,0.812703721382035,0.7875458187114449,3,4,19,2,0,0,2,2,1.1363636363636365,1.240506329113924,1.5
humaneval,agentic_plus_verifier,HumanEval/60,164,,0,,,,,empty,260,0,14,0,14,0,1,0,20,,1,,0,,0,,2,,0,,1,,0,,1,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/61,164,,0,,,,,empty,532,0,22,0,21,0,1,0,47,,1,,2,,1,,0,,0,,2,,2,,4,,,,-22,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/62,164,,0,,,,,empty,332,0,10,0,10,0,1,0,32,,1,,0,,1,,1,,1,,1,,1,,2,,,,-10,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/63,164,,0,,,,,empty,577,0,21,0,21,0,1,0,61,,1,,3,,0,,3,,0,,4,,1,,4,,,,-21,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/64,164,,0,,,,,empty,537,0,17,0,16,0,1,0,59,,1,,1,,1,,1,,1,,1,,1,,4,,,,-17,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/65,164,,0,,,,,empty,420,0,14,0,14,0,1,0,65,,1,,1,,0,,4,,0,,2,,1,,2,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/66,164,,0,,,,,empty,461,0,16,0,15,0,1,0,36,,1,,2,,1,,3,,1,,2,,1,,4,,,,-16,-15,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/67,164,,0,,,,,empty,888,0,18,0,18,0,1,0,49,,1,,1,,1,,6,,0,,1,,2,,3,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/68,164,,0,,,,,empty,1342,0,40,0,34,0,1,0,68,,2,,2,,0,,6,,0,,3,,1,,3,,,,-40,-34,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/69,164,,0,,,,,empty,663,0,19,0,19,0,1,0,73,,1,,1,,2,,3,,0,,1,,2,,4,,,,-19,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/7,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,378,455,10,14,9,13,1,1,38,51,1,1,0,1,1,1,0,1,1,0,1,1,1,2,2,3,0.90687921276323,0.8255470603902662,4,4,13,1,0,1,1,1,1.4,1.3421052631578947,1.5
humaneval,agentic_plus_verifier,HumanEval/70,164,,0,,,,,empty,551,0,17,0,16,0,1,0,63,,1,,1,,1,,4,,0,,1,,2,,3,,,,-17,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/71,164,,0,,,,,empty,600,0,17,0,17,0,1,0,105,,1,,1,,0,,1,,0,,2,,1,,4,,,,-17,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/72,164,,0,,,,,empty,902,0,27,0,23,0,1,0,73,,1,,2,,1,,2,,0,,3,,2,,4,,,,-27,-23,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/73,164,,0,,,,,empty,597,0,16,0,15,0,1,0,57,,1,,1,,1,,3,,0,,1,,2,,3,,,,-16,-15,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/74,164,,0,,,,,empty,784,0,24,0,22,0,1,0,56,,1,,1,,2,,2,,0,,2,,1,,4,,,,-24,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/75,164,,0,,,,,empty,746,0,26,0,25,0,1,0,102,,2,,5,,4,,7,,0,,4,,4,,10,,,,-26,-25,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/76,164,,0,,,,,empty,544,0,18,0,18,0,1,0,46,,1,,1,,1,,0,,0,,2,,1,,3,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/77,164,,0,,,,,empty,420,0,15,0,15,0,1,0,36,,1,,0,,0,,3,,0,,1,,0,,1,,,,-15,-15,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/78,164,,0,,,,,empty,1085,0,24,0,24,0,1,0,52,,1,,1,,1,,2,,0,,1,,2,,3,,,,-24,-24,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/79,164,,0,,,,,empty,600,0,13,0,11,0,1,0,22,,1,,0,,0,,1,,0,,1,,0,,1,,,,-13,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/8,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,511,526,16,16,15,15,1,1,57,57,1,1,0,0,1,1,0,0,0,0,1,1,1,1,2,2,0.8635450533536728,0.73,0,0,0,0,0,0,0,0,1.0,1.0,1.0
humaneval,agentic_plus_verifier,HumanEval/80,164,,0,,,,,empty,571,0,18,0,18,0,1,0,92,,1,,2,,1,,3,,0,,3,,2,,6,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/81,164,,0,,,,,empty,1892,0,54,0,52,0,1,0,182,,1,,12,,1,,13,,0,,1,,13,,14,,,,-54,-52,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/82,164,,0,,,,,empty,467,0,16,0,16,0,1,0,52,,1,,2,,1,,2,,0,,3,,2,,5,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/83,164,,0,,,,,empty,224,0,8,0,8,0,1,0,26,,1,,1,,0,,0,,0,,2,,1,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/84,164,,0,,,,,empty,528,0,15,0,13,0,1,0,31,,1,,0,,1,,4,,1,,1,,1,,2,,,,-15,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/85,164,,0,,,,,empty,240,0,8,0,6,0,1,0,42,,1,,0,,1,,3,,1,,1,,1,,2,,,,-8,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/86,164,,0,,,,,empty,610,0,14,0,13,0,1,0,33,,1,,0,,1,,5,,1,,1,,1,,2,,,,-14,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/87,164,,0,,,,,empty,933,0,22,0,21,0,1,0,86,,3,,0,,2,,6,,1,,1,,1,,3,,,,-22,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/88,164,,0,,,,,empty,669,0,16,0,14,0,1,0,44,,1,,1,,0,,2,,0,,1,,1,,2,,,,-16,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/89,164,,0,,,,,empty,616,0,19,0,19,0,1,0,59,,1,,1,,1,,1,,0,,1,,2,,3,,,,-19,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/9,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,520,506,17,17,16,16,1,1,67,70,1,1,1,2,1,1,2,1,0,0,1,2,2,2,3,4,0.7865292661196861,0.721695760164411,0,0,3,1,0,-1,0,1,1.0,1.044776119402985,1.3333333333333333
humaneval,agentic_plus_verifier,HumanEval/90,164,,0,,,,,empty,430,0,13,0,12,0,1,0,33,,1,,1,,0,,3,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/91,164,,0,,,,,empty,491,0,15,0,14,0,1,0,39,,1,,0,,1,,2,,1,,1,,1,,2,,,,-15,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/92,164,,0,,,,,empty,570,0,23,0,16,0,1,0,71,,1,,2,,0,,3,,0,,3,,2,,7,,,,-23,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/93,164,,0,,,,,empty,617,0,18,0,17,0,1,0,71,,1,,1,,2,,5,,2,,1,,1,,4,,,,-18,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/94,164,,0,,,,,empty,954,0,26,0,24,0,1,0,118,,2,,2,,3,,7,,1,,3,,2,,7,,,,-26,-24,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/95,164,,0,,,,,empty,1349,0,33,0,33,0,1,0,125,,1,,6,,1,,8,,0,,2,,5,,12,,,,-33,-33,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/96,164,,0,,,,,empty,640,0,21,0,21,0,1,0,62,,1,,2,,2,,3,,0,,1,,3,,5,,,,-21,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/97,164,,0,,,,,empty,381,0,11,0,11,0,1,0,26,,1,,0,,0,,2,,0,,1,,0,,1,,,,-11,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/98,164,,0,,,,,empty,356,0,14,0,13,0,1,0,41,,1,,1,,1,,2,,0,,1,,2,,3,,,,-14,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/99,164,,0,,,,,empty,974,0,33,0,31,0,1,0,110,,1,,4,,1,,7,,0,,1,,2,,6,,,,-33,-31,,,,,,,0.0,,
humaneval,monolithic,HumanEval/0,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,597,277,17,8,16,7,1,1,73,70,1,1,2,1,2,2,3,5,0,0,2,2,4,3,5,4,0.5469123848598301,0.815563587074956,-9,-9,-3,-1,0,2,-1,-1,0.47058823529411764,0.958904109589041,0.8
humaneval,monolithic,HumanEval/1,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,920,519,24,19,23,18,1,1,100,104,1,1,3,4,1,1,5,4,0,0,1,1,4,4,5,6,0.3703447587677322,0.7474193064277161,-5,-5,4,1,0,-1,0,1,0.7916666666666666,1.04,1.2
humaneval,monolithic,HumanEval/10,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,788,338,22,12,21,11,1,1,79,88,2,2,1,2,1,1,1,3,0,0,3,4,1,2,3,4,0.780428312533467,0.9263639051920193,-10,-10,9,1,0,2,1,1,0.5454545454545454,1.1139240506329113,1.3333333333333333
humaneval,monolithic,HumanEval/100,164,,0,,,,,empty,514,0,15,0,14,0,1,0,25,,1,,0,,1,,1,,1,,1,,1,,2,,,,-15,-14,,,,,,,0.0,,
humaneval,monolithic,HumanEval/101,164,,0,,,,,empty,621,0,19,0,18,0,1,0,60,,1,,2,,1,,4,,0,,2,,2,,4,,,,-19,-18,,,,,,,0.0,,
humaneval,monolithic,HumanEval/102,164,,0,,,,,empty,432,0,16,0,15,0,1,0,47,,1,,3,,0,,0,,0,,4,,1,,4,,,,-16,-15,,,,,,,0.0,,
humaneval,monolithic,HumanEval/103,164,,0,,,,,empty,588,0,17,0,17,0,1,0,61,,1,,1,,1,,3,,0,,2,,1,,3,,,,-17,-17,,,,,,,0.0,,
humaneval,monolithic,HumanEval/104,164,,0,,,,,empty,510,0,17,0,15,0,1,0,54,,1,,1,,2,,5,,1,,1,,3,,4,,,,-17,-15,,,,,,,0.0,,
humaneval,monolithic,HumanEval/105,164,,0,,,,,empty,1106,0,31,0,28,0,1,0,66,,1,,1,,1,,2,,0,,1,,2,,3,,,,-31,-28,,,,,,,0.0,,
humaneval,monolithic,HumanEval/106,164,,0,,,,,empty,697,0,22,0,22,0,1,0,95,,1,,1,,3,,3,,0,,1,,3,,5,,,,-22,-22,,,,,,,0.0,,
humaneval,monolithic,HumanEval/107,164,,0,,,,,empty,1052,0,34,0,28,0,1,0,97,,2,,2,,1,,5,,0,,2,,3,,6,,,,-34,-28,,,,,,,0.0,,
humaneval,monolithic,HumanEval/108,164,,0,,,,,empty,647,0,19,0,18,0,1,0,105,,3,,1,,2,,7,,2,,2,,1,,4,,,,-19,-18,,,,,,,0.0,,
humaneval,monolithic,HumanEval/109,164,,0,,,,,empty,1574,0,38,0,32,0,1,0,98,,1,,2,,1,,6,,0,,3,,2,,4,,,,-38,-32,,,,,,,0.0,,
humaneval,monolithic,HumanEval/11,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,410,210,15,8,13,8,1,1,57,63,2,1,1,1,1,1,3,5,1,0,3,1,1,2,3,3,0.4994453686590201,0.7772372468631622,-7,-5,6,0,0,2,1,0,0.5333333333333333,1.105263157894737,1.0
humaneval,monolithic,HumanEval/110,164,,0,,,,,empty,880,0,24,0,24,0,1,0,64,,1,,3,,2,,0,,0,,2,,2,,6,,,,-24,-24,,,,,,,0.0,,
humaneval,monolithic,HumanEval/111,164,,0,,,,,empty,764,0,24,0,22,0,1,0,92,,1,,3,,2,,4,,0,,1,,3,,7,,,,-24,-22,,,,,,,0.0,,
humaneval,monolithic,HumanEval/112,164,,0,,,,,empty,681,0,13,0,13,0,1,0,45,,1,,0,,1,,1,,1,,1,,1,,2,,,,-13,-13,,,,,,,0.0,,
humaneval,monolithic,HumanEval/113,164,,0,,,,,empty,815,0,17,0,16,0,1,0,89,,1,,0,,2,,7,,1,,1,,2,,3,,,,-17,-16,,,,,,,0.0,,
humaneval,monolithic,HumanEval/114,164,,0,,,,,empty,474,0,19,0,19,0,1,0,79,,1,,2,,2,,2,,1,,1,,2,,5,,,,-19,-19,,,,,,,0.0,,
humaneval,monolithic,HumanEval/115,164,,0,,,,,empty,1141,0,4,0,4,0,1,0,33,,1,,0,,1,,3,,1,,1,,1,,2,,,,-4,-4,,,,,,,0.0,,
humaneval,monolithic,HumanEval/116,164,,0,,,,,empty,528,0,12,0,11,0,1,0,32,,2,,0,,0,,4,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
humaneval,monolithic,HumanEval/117,164,,0,,,,,empty,985,0,22,0,22,0,1,0,78,,1,,2,,2,,5,,0,,1,,3,,5,,,,-22,-22,,,,,,,0.0,,
humaneval,monolithic,HumanEval/118,164,,0,,,,,empty,862,0,23,0,20,0,1,0,98,,1,,3,,1,,3,,0,,3,,3,,6,,,,-23,-20,,,,,,,0.0,,
humaneval,monolithic,HumanEval/119,164,,0,,,,,empty,996,0,29,0,27,0,1,0,103,,2,,4,,1,,2,,0,,3,,2,,7,,,,-29,-27,,,,,,,0.0,,
humaneval,monolithic,HumanEval/12,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,530,260,18,10,16,9,1,1,63,60,1,1,2,2,2,1,3,2,1,0,2,2,2,2,5,4,0.6533782810307442,0.8633568495893663,-8,-7,-3,0,-1,-1,0,-1,0.5555555555555556,0.9523809523809523,0.8
humaneval,monolithic,HumanEval/120,164,,0,,,,,empty,693,0,30,0,23,0,1,0,37,,1,,1,,0,,1,,0,,2,,1,,2,,,,-30,-23,,,,,,,0.0,,
humaneval,monolithic,HumanEval/121,164,,0,,,,,empty,345,0,10,0,8,0,1,0,43,,1,,0,,1,,2,,1,,1,,1,,3,,,,-10,-8,,,,,,,0.0,,
humaneval,monolithic,HumanEval/122,164,,0,,,,,empty,446,0,15,0,12,0,1,0,35,,1,,0,,1,,3,,1,,1,,1,,2,,,,-15,-12,,,,,,,0.0,,
humaneval,monolithic,HumanEval/123,164,,0,,,,,empty,1116,0,29,0,26,0,1,0,87,,1,,3,,1,,3,,0,,1,,2,,5,,,,-29,-26,,,,,,,0.0,,
humaneval,monolithic,HumanEval/124,164,,0,,,,,empty,1350,0,35,0,30,0,1,0,155,,1,,5,,0,,5,,0,,6,,2,,13,,,,-35,-30,,,,,,,0.0,,
humaneval,monolithic,HumanEval/125,164,,0,,,,,empty,682,0,16,0,16,0,1,0,65,,1,,2,,1,,6,,1,,3,,3,,5,,,,-16,-16,,,,,,,0.0,,
humaneval,monolithic,HumanEval/126,164,,0,,,,,empty,849,0,25,0,24,0,1,0,96,,1,,2,,4,,5,,3,,3,,2,,7,,,,-25,-24,,,,,,,0.0,,
humaneval,monolithic,HumanEval/127,164,,0,,,,,empty,1337,0,36,0,33,0,1,0,114,,2,,4,,1,,4,,0,,6,,2,,8,,,,-36,-33,,,,,,,0.0,,
humaneval,monolithic,HumanEval/128,164,,0,,,,,empty,544,0,16,0,15,0,1,0,66,,2,,2,,1,,5,,1,,2,,1,,4,,,,-16,-15,,,,,,,0.0,,
humaneval,monolithic,HumanEval/129,164,,0,,,,,empty,1986,0,52,0,48,0,1,0,218,,1,,6,,3,,11,,0,,1,,4,,10,,,,-52,-48,,,,,,,0.0,,
humaneval,monolithic,HumanEval/13,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,266,136,10,5,10,5,1,1,36,56,1,1,0,0,1,1,0,2,0,0,1,1,1,1,2,2,0.6038810848771178,0.9390419544661215,-5,-5,20,0,0,2,0,0,0.5,1.5555555555555556,1.0
humaneval,monolithic,HumanEval/130,164,,0,,,,,empty,917,0,26,0,26,0,1,0,97,,1,,2,,1,,3,,0,,2,,2,,4,,,,-26,-26,,,,,,,0.0,,
humaneval,monolithic,HumanEval/131,164,,0,,,,,empty,474,0,19,0,19,0,1,0,64,,1,,2,,1,,2,,0,,2,,2,,4,,,,-19,-19,,,,,,,0.0,,
humaneval,monolithic,HumanEval/132,164,,0,,,,,empty,940,0,29,0,28,0,1,0,115,,1,,2,,2,,6,,0,,1,,2,,6,,,,-29,-28,,,,,,,0.0,,
humaneval,monolithic,HumanEval/133,164,,0,,,,,empty,570,0,18,0,16,0,1,0,34,,1,,0,,1,,1,,0,,1,,1,,2,,,,-18,-16,,,,,,,0.0,,
humaneval,monolithic,HumanEval/134,164,,0,,,,,empty,631,0,15,0,14,0,1,0,47,,1,,1,,0,,4,,0,,1,,1,,3,,,,-15,-14,,,,,,,0.0,,
humaneval,monolithic,HumanEval/135,164,,0,,,,,empty,488,0,17,0,16,0,1,0,57,,1,,1,,1,,1,,0,,1,,2,,3,,,,-17,-16,,,,,,,0.0,,
